time(ms),altitude(m),accel_y(m/s^2),bmpVel(m/s),imu_vel(m/s),imualt(m)
146424.0,1976.23,0.047,-11.364,-10.117,2143.28
146845.0,1971.44,-0.076,-11.368,-10.149,2139.01
147345.0,1965.75,-0.015,-11.384,-10.156,2133.93
147845.0,1960.05,0.003,-11.398,-10.155,2128.85
148345.0,1954.36,0.051,-11.378,-10.13,2123.79
148845.0,1948.67,-0.02,-11.372,-10.14,2118.72
149345.0,1942.98,-0.012,-11.372,-10.146,2113.65
149845.0,1937.3,0.026,-11.368,-10.133,2108.58
150345.0,1931.61,0.005,-11.378,-10.13,2103.51
150532.0,1929.49,0.199,-11.342,-10.093,2101.62
151032.0,1923.85,0.199,-11.284,-9.993,2096.62
151443.0,1919.22,-0.161,-11.27,-10.059,2092.49
151700.0,1916.31,-0.112,-11.311,-10.088,2089.9
152200.0,1910.64,-0.052,-11.334,-10.114,2084.84
152700.0,1904.96,-0.017,-11.35,-10.123,2079.78
153026.0,1901.27,0.107,-11.313,-10.088,2076.49
153497.0,1895.93,-0.023,-11.335,-10.099,2071.73
153997.0,1890.27,0.036,-11.326,-10.081,2066.69
154274.0,1887.12,-0.032,-11.354,-10.09,2063.9
154774.0,1881.46,-0.034,-11.326,-10.107,2058.85
155060.0,1878.22,0.117,-11.336,-10.074,2055.97
155217.0,1876.44,-0.052,-11.312,-10.082,2054.39
155430.0,1874.04,-0.029,-11.291,-10.088,2052.24
155604.0,1872.06,0.002,-11.385,-10.088,2050.48
156104.0,1866.4,0.021,-11.322,-10.077,2045.44
156604.0,1860.74,-0.028,-11.324,-10.091,2040.39
157104.0,1855.07,-0.006,-11.334,-10.094,2035.34
157562.0,1849.89,0.045,-11.301,-10.073,2030.73
158062.0,1844.25,0.111,-11.276,-10.018,2025.72
158562.0,1838.62,-0.072,-11.27,-10.054,2020.69
158884.0,1834.97,-0.032,-11.332,-10.064,2017.45
159283.0,1830.47,-0.027,-11.283,-10.075,2013.43
159783.0,1824.81,0.026,-11.312,-10.062,2008.4
159996.0,1822.4,0.094,-11.31,-10.042,2006.26
160215.0,1819.94,-0.039,-11.242,-10.051,2004.06
160555.0,1816.09,0.034,-11.312,-10.039,2000.65
161055.0,1810.45,-0.021,-11.274,-10.05,1995.63
161555.0,1804.81,0.02,-11.276,-10.04,1990.61
161877.0,1801.18,-0.027,-11.27,-10.049,1987.37
162192.0,1797.63,-0.013,-11.273,-10.053,1984.2
162692.0,1791.98,-0.007,-11.294,-10.057,1979.17
163192.0,1786.34,0.019,-11.282,-10.048,1974.15
163692.0,1780.7,0.027,-11.278,-10.034,1969.13
164021.0,1776.99,-0.01,-11.286,-10.037,1965.83
164521.0,1771.35,-0.011,-11.282,-10.043,1960.81
164931.0,1766.74,0.131,-11.249,-9.989,1956.71
165431.0,1761.12,-0.031,-11.238,-10.005,1951.71
165785.0,1757.14,-0.058,-11.249,-10.026,1948.16
166285.0,1751.51,-0.007,-11.266,-10.03,1943.15
166785.0,1745.87,-0.001,-11.272,-10.03,1938.13
167285.0,1740.24,-0.001,-11.258,-10.03,1933.11
167785.0,1734.61,0.004,-11.262,-10.028,1928.1
168049.0,1731.64,0.13,-11.261,-9.994,1925.46
168549.0,1726.03,0.038,-11.226,-9.975,1920.47
169049.0,1720.42,-0.05,-11.228,-10.0,1915.47
169370.0,1716.81,-0.004,-11.234,-10.001,1912.26
169693.0,1713.19,0.123,-11.195,-9.961,1909.04
170193.0,1707.6,0.011,-11.186,-9.956,1904.06
170554.0,1703.54,-0.097,-11.235,-9.991,1900.45
170805.0,1700.73,0.079,-11.187,-9.971,1897.95
171045.0,1698.05,-0.053,-11.179,-9.984,1895.55
171220.0,1696.08,0.003,-11.251,-9.983,1893.8
171599.0,1691.83,-0.028,-11.227,-9.994,1890.01
172099.0,1686.21,-0.007,-11.24,-9.998,1885.01
172446.0,1682.33,0.164,-11.196,-9.941,1881.56
172946.0,1676.74,0.036,-11.178,-9.923,1876.6
173176.0,1674.17,-0.111,-11.183,-9.949,1874.31
173434.0,1671.28,0.021,-11.205,-9.944,1871.74
173934.0,1665.68,-0.043,-11.19,-9.966,1866.76
174434.0,1660.09,0.074,-11.172,-9.929,1861.8
174813.0,1655.86,-0.098,-11.166,-9.966,1858.02
175004.0,1653.72,0.121,-11.183,-9.943,1856.12
175149.0,1652.11,-0.059,-11.131,-9.952,1854.68
175293.0,1650.49,0.052,-11.215,-9.945,1853.25
175793.0,1644.91,0.065,-11.152,-9.912,1848.29
176293.0,1639.35,0.068,-11.122,-9.878,1843.35
176561.0,1636.36,-0.169,-11.146,-9.923,1840.69
177061.0,1630.77,-0.087,-11.172,-9.966,1835.71
177561.0,1625.18,0.039,-11.184,-9.946,1830.74
178061.0,1619.59,-0.004,-11.186,-9.948,1825.77
178561.0,1614.0,0.016,-11.186,-9.94,1820.8
178851.0,1610.76,0.0,-11.169,-9.94,1817.92
179351.0,1605.17,-0.01,-11.178,-9.945,1812.95
179851.0,1599.58,-0.009,-11.18,-9.95,1807.98
180235.0,1595.28,0.039,-11.201,-9.935,1804.16
180735.0,1589.69,0.002,-11.172,-9.934,1799.19
180987.0,1586.89,0.056,-11.127,-9.92,1796.69
181487.0,1581.32,0.061,-11.148,-9.889,1791.75
181987.0,1575.76,0.033,-11.126,-9.872,1786.81
182125.0,1574.22,0.087,-11.152,-9.86,1785.45
182625.0,1568.68,0.032,-11.086,-9.844,1780.53
183125.0,1563.12,-0.101,-11.112,-9.894,1775.58
183456.0,1559.44,-0.054,-11.112,-9.912,1772.3
183597.0,1557.86,0.141,-11.177,-9.892,1770.91
184097.0,1552.31,0.115,-11.092,-9.835,1765.99
184537.0,1547.44,-0.126,-11.073,-9.89,1761.64
185037.0,1541.87,-0.056,-11.144,-9.918,1756.68
185537.0,1536.29,0.006,-11.156,-9.915,1751.72
185676.0,1534.75,0.45,-11.094,-9.852,1750.35
185787.0,1533.52,0.078,-11.099,-9.843,1749.26
186287.0,1527.98,0.058,-11.07,-9.814,1744.35
186787.0,1522.45,-0.039,-11.052,-9.834,1739.43
187036.0,1519.68,-0.124,-11.104,-9.865,1736.97
187536.0,1514.12,-0.073,-11.11,-9.902,1732.02
188036.0,1508.56,-0.003,-11.128,-9.903,1727.07
188484.0,1503.58,0.091,-11.123,-9.862,1722.65
188984.0,1498.02,-0.042,-11.116,-9.883,1717.71
189484.0,1492.46,-0.001,-11.118,-9.883,1712.77
189875.0,1488.12,0.005,-11.1,-9.881,1708.91
190375.0,1482.56,0.024,-11.112,-9.869,1703.98
190875.0,1477.01,-0.03,-11.106,-9.884,1699.04
191375.0,1471.45,0.034,-11.118,-9.867,1694.11
191875.0,1465.89,-0.023,-11.11,-9.879,1689.17
192375.0,1460.34,0.024,-11.1,-9.867,1684.24
192875.0,1454.79,-0.013,-11.106,-9.874,1679.3
193232.0,1450.82,0.097,-11.123,-9.839,1675.79
193480.0,1448.08,-0.053,-11.069,-9.852,1673.35
193863.0,1443.83,-0.002,-11.11,-9.853,1669.58
194311.0,1438.86,-0.021,-11.103,-9.862,1665.16
194546.0,1436.25,0.151,-11.102,-9.827,1662.85
195046.0,1430.74,0.156,-11.022,-9.749,1657.98
195213.0,1428.91,-0.152,-10.976,-9.774,1656.35
195713.0,1423.39,-0.121,-11.046,-9.834,1651.43
196213.0,1417.85,-0.033,-11.086,-9.851,1646.5
196563.0,1413.97,0.095,-11.08,-9.818,1643.06
196762.0,1411.77,-0.046,-11.07,-9.827,1641.1
197262.0,1406.23,-0.035,-11.08,-9.845,1636.18
197762.0,1400.69,0.015,-11.078,-9.838,1631.26
198262.0,1395.15,-0.006,-11.074,-9.841,1626.34
198762.0,1389.62,0.036,-11.062,-9.823,1621.43
199262.0,1384.09,0.003,-11.062,-9.822,1616.52
199762.0,1378.56,-0.013,-11.062,-9.829,1611.61
200262.0,1373.03,0.02,-11.062,-9.819,1606.7
200762.0,1367.5,-0.007,-11.06,-9.823,1601.79
201016.0,1364.7,0.13,-11.028,-9.79,1599.3
201354.0,1360.96,-0.016,-11.053,-9.795,1595.99
201854.0,1355.45,0.039,-11.014,-9.775,1591.1
202354.0,1349.96,0.125,-10.974,-9.713,1586.24
202619.0,1347.05,-0.176,-10.97,-9.76,1583.65
203119.0,1341.54,-0.088,-11.012,-9.804,1578.75
203430.0,1338.12,0.075,-11.013,-9.781,1575.71
203679.0,1335.37,-0.047,-11.04,-9.793,1573.27
203874.0,1333.22,0.065,-11.01,-9.78,1571.36
204164.0,1330.03,-0.022,-10.997,-9.786,1568.52
204594.0,1325.3,0.059,-11.0,-9.761,1564.32
205094.0,1319.8,-0.006,-10.998,-9.764,1559.44
205307.0,1317.46,0.017,-10.995,-9.76,1557.36
205661.0,1313.56,-0.043,-11.014,-9.775,1553.9
205805.0,1311.98,0.132,-11.0,-9.756,1552.5
206305.0,1306.5,0.137,-10.966,-9.688,1547.66
206426.0,1305.17,0.035,-10.975,-9.684,1546.49
206665.0,1302.57,-0.059,-10.891,-9.698,1544.17
207165.0,1297.1,0.0,-10.94,-9.698,1539.32
207390.0,1294.64,-0.144,-10.947,-9.73,1537.13
207843.0,1289.66,-0.051,-10.991,-9.753,1532.71
208343.0,1284.17,0.053,-10.976,-9.726,1527.85
208843.0,1278.69,-0.026,-10.964,-9.739,1522.98
209097.0,1275.89,-0.025,-11.004,-9.745,1520.5
209597.0,1270.41,0.026,-10.966,-9.732,1515.63
210097.0,1264.91,-0.06,-10.99,-9.762,1510.75
210333.0,1262.33,0.273,-10.924,-9.698,1508.46
210636.0,1259.01,0.024,-10.95,-9.691,1505.52
211131.0,1253.6,-0.069,-10.939,-9.725,1500.71
211278.0,1251.99,0.188,-10.939,-9.697,1499.28
211395.0,1250.71,-0.053,-10.974,-9.703,1498.14
211459.0,1250.01,-0.067,-10.938,-9.707,1497.52
211959.0,1244.53,-0.064,-10.96,-9.739,1492.65
212417.0,1239.5,-0.021,-10.976,-9.749,1488.19
212916.0,1234.02,0.009,-10.986,-9.745,1483.33
213118.0,1231.8,0.171,-10.99,-9.71,1481.37
213239.0,1230.49,0.501,-10.826,-9.649,1480.2
213309.0,1229.72,0.012,-10.929,-9.648,1479.52
213669.0,1225.81,0.048,-10.864,-9.631,1476.05
214169.0,1220.39,0.113,-10.842,-9.575,1471.26
214345.0,1218.48,-0.291,-10.858,-9.626,1469.57
214825.0,1213.24,-0.183,-10.919,-9.714,1464.91
215296.0,1208.1,0.084,-10.919,-9.674,1460.35
215796.0,1202.64,-0.003,-10.918,-9.675,1455.51
215998.0,1200.43,-0.046,-10.941,-9.684,1453.55
216498.0,1194.96,-0.052,-10.936,-9.71,1448.69
216792.0,1191.75,0.015,-10.918,-9.706,1445.84
217292.0,1186.28,-0.02,-10.95,-9.716,1440.98
217622.0,1182.66,0.037,-10.976,-9.704,1437.78
218122.0,1177.19,-0.003,-10.948,-9.706,1432.93
218500.0,1173.05,-0.003,-10.947,-9.707,1429.26
218667.0,1171.22,0.358,-10.934,-9.647,1427.65
218757.0,1170.24,-0.068,-10.833,-9.653,1426.78
219257.0,1164.79,-0.067,-10.898,-9.687,1421.94
219757.0,1159.32,-0.033,-10.932,-9.704,1417.09
220257.0,1153.85,0.003,-10.932,-9.703,1412.24
220559.0,1150.56,0.06,-10.911,-9.685,1409.32
221059.0,1145.1,0.071,-10.912,-9.649,1404.5
221559.0,1139.65,-0.052,-10.892,-9.675,1399.66
222059.0,1134.2,0.005,-10.902,-9.673,1394.82
222557.0,1128.76,-0.043,-10.926,-9.694,1389.99
222775.0,1126.39,0.253,-10.881,-9.639,1387.89
223275.0,1120.97,0.15,-10.842,-9.564,1383.11
223539.0,1118.11,-0.215,-10.841,-9.621,1380.57
223736.0,1115.96,-0.075,-10.898,-9.636,1378.67
223883.0,1114.36,-0.083,-10.871,-9.648,1377.25
224054.0,1112.5,0.012,-10.877,-9.646,1375.6
224264.0,1110.22,-0.06,-10.848,-9.659,1373.57
224442.0,1108.27,-0.019,-10.933,-9.662,1371.85
224685.0,1105.63,-0.038,-10.877,-9.671,1369.5
225030.0,1101.86,0.007,-10.922,-9.669,1366.16
225530.0,1096.41,-0.014,-10.906,-9.676,1361.32
226030.0,1090.95,0.01,-10.914,-9.671,1356.48
226530.0,1085.5,0.002,-10.902,-9.67,1351.64
227030.0,1080.05,0.014,-10.904,-9.663,1346.81
227443.0,1075.55,0.01,-10.893,-9.659,1342.82
227943.0,1070.11,0.032,-10.884,-9.643,1338.0
228184.0,1067.49,0.027,-10.867,-9.636,1335.68
228369.0,1065.48,-0.045,-10.87,-9.644,1333.9
228869.0,1060.04,-0.028,-10.89,-9.658,1329.07
229369.0,1054.59,0.015,-10.9,-9.65,1324.24
229869.0,1049.15,0.0,-10.888,-9.65,1319.41
230369.0,1043.7,-0.003,-10.894,-9.652,1314.58
230826.0,1038.73,0.077,-10.869,-9.617,1310.19
231326.0,1033.3,-0.046,-10.858,-9.64,1305.37
231803.0,1028.11,0.013,-10.876,-9.634,1300.77
232303.0,1022.68,0.04,-10.854,-9.614,1295.96
232602.0,1019.44,-0.024,-10.849,-9.621,1293.08
233102.0,1014.01,0.019,-10.86,-9.612,1288.27
233602.0,1008.58,-0.035,-10.856,-9.63,1283.46
233846.0,1005.94,0.136,-10.824,-9.597,1281.12
233959.0,1004.71,-0.052,-10.885,-9.603,1280.03
234459.0,999.29,-0.029,-10.846,-9.617,1275.22
234894.0,994.57,-0.007,-10.844,-9.62,1271.04
235394.0,989.14,-0.008,-10.852,-9.624,1266.23
235894.0,983.72,0.042,-10.84,-9.603,1261.43
236394.0,978.3,-0.013,-10.84,-9.61,1256.63
236894.0,972.88,-0.011,-10.848,-9.615,1251.82
237394.0,967.46,0.027,-10.85,-9.601,1247.02
237665.0,964.52,0.283,-10.83,-9.524,1244.44
237802.0,963.05,-0.134,-10.708,-9.542,1243.13
238302.0,957.65,-0.105,-10.798,-9.595,1238.33
238802.0,952.24,0.017,-10.824,-9.587,1233.54
239067.0,949.36,0.03,-10.853,-9.579,1231.0
239567.0,943.96,-0.02,-10.81,-9.589,1226.21
240067.0,938.55,0.024,-10.828,-9.577,1221.42
240567.0,933.15,0.078,-10.802,-9.538,1216.65
241001.0,928.47,-0.09,-10.779,-9.577,1212.49
241240.0,925.89,0.198,-10.778,-9.53,1210.21
241740.0,920.53,0.138,-10.722,-9.461,1205.48
242044.0,917.26,-0.202,-10.757,-9.522,1202.59
242153.0,916.09,0.116,-10.761,-9.509,1201.55
242318.0,914.33,0.239,-10.691,-9.47,1199.99
242440.0,913.01,-0.085,-10.803,-9.48,1198.83
242577.0,911.55,-0.16,-10.679,-9.502,1197.53
243077.0,906.16,-0.109,-10.772,-9.557,1192.75
243322.0,903.53,0.32,-10.739,-9.479,1190.43
243418.0,902.5,-0.17,-10.781,-9.495,1189.52
243729.0,899.16,-0.143,-10.752,-9.539,1186.55
244229.0,893.76,-0.059,-10.798,-9.569,1181.77
244729.0,888.37,0.061,-10.788,-9.539,1177.0
245229.0,882.98,0.005,-10.78,-9.537,1172.23
245729.0,877.59,-0.045,-10.782,-9.56,1167.45
246053.0,874.1,0.064,-10.784,-9.539,1164.36
246318.0,871.23,-0.04,-10.823,-9.55,1161.83
246818.0,865.84,-0.011,-10.782,-9.556,1157.05
247318.0,860.45,0.015,-10.786,-9.548,1152.28
247818.0,855.06,-0.002,-10.788,-9.549,1147.51
248318.0,849.67,0.023,-10.784,-9.537,1142.74
248527.0,847.43,0.116,-10.732,-9.513,1140.75
249027.0,842.07,0.122,-10.722,-9.452,1136.02
249251.0,839.67,-0.163,-10.705,-9.489,1133.89
249751.0,834.3,-0.098,-10.742,-9.538,1129.12
250251.0,828.91,0.008,-10.77,-9.534,1124.35
250714.0,823.93,0.008,-10.762,-9.53,1119.94
250886.0,822.08,0.459,-10.762,-9.451,1118.31
250988.0,820.99,-0.024,-10.686,-9.453,1117.35
251105.0,819.74,-0.119,-10.65,-9.467,1116.24
251293.0,817.73,-0.03,-10.702,-9.473,1114.46
251639.0,814.02,-0.076,-10.714,-9.499,1111.17
251711.0,813.25,0.627,-10.625,-9.454,1110.49
251816.0,812.13,0.372,-10.686,-9.415,1109.5
251865.0,811.61,-0.128,-10.673,-9.421,1109.04
251985.0,810.33,-0.059,-10.667,-9.428,1107.91
252485.0,804.99,-0.049,-10.672,-9.453,1103.18
252740.0,802.26,-0.126,-10.694,-9.485,1100.76
253240.0,796.89,-0.071,-10.73,-9.521,1096.0
253740.0,791.52,0.003,-10.742,-9.52,1091.24
254240.0,786.14,0.016,-10.75,-9.512,1086.48
254499.0,783.37,0.086,-10.71,-9.49,1084.02
254796.0,780.2,0.197,-10.687,-9.431,1081.22
254997.0,778.05,-0.116,-10.701,-9.454,1079.32
255213.0,775.74,-0.104,-10.699,-9.476,1077.27
255476.0,772.91,-0.038,-10.753,-9.486,1074.78
255715.0,770.35,-0.033,-10.711,-9.494,1072.51
256215.0,764.99,0.013,-10.724,-9.488,1067.77
256715.0,759.62,-0.031,-10.732,-9.503,1063.02
257215.0,754.26,0.002,-10.726,-9.502,1058.27
257511.0,751.09,0.135,-10.699,-9.462,1055.47
257672.0,749.37,-0.063,-10.671,-9.472,1053.94
258172.0,744.01,-0.045,-10.712,-9.495,1049.19
258188.0,743.84,29.986,-10.625,-9.015,1049.05
258193.0,743.79,26.366,-9.4,-8.883,1049.01
258198.0,743.74,25.521,-10.0,-8.755,1048.97
258204.0,743.68,24.574,-9.333,-8.608,1048.92
258210.0,743.63,23.633,-8.833,-8.466,1048.87
258216.0,743.57,22.697,-10.167,-8.33,1048.82
258222.0,743.51,21.793,-10.333,-8.199,1048.77
258229.0,743.45,20.891,-9.286,-8.053,1048.71
258236.0,743.38,19.991,-10.0,-7.913,1048.65
258244.0,743.31,19.095,-8.625,-7.76,1048.59
258252.0,743.24,18.202,-9.0,-7.614,1048.53
258260.0,743.16,17.307,-9.875,-7.476,1048.47
258270.0,743.08,16.376,-8.0,-7.312,1048.4
258280.0,742.99,15.452,-8.6,-7.157,1048.33
258291.0,742.9,14.531,-7.909,-6.997,1048.25
258303.0,742.81,13.614,-7.833,-6.834,1048.17
258316.0,742.7,12.705,-8.231,-6.669,1048.08
258330.0,742.59,11.804,-7.786,-6.504,1047.99
258346.0,742.47,10.903,-7.5,-6.33,1047.89
258363.0,742.34,10.01,-7.647,-6.16,1047.79
258381.0,742.21,9.082,-7.222,-5.997,1047.68
258400.0,742.08,8.239,-7.053,-5.84,1047.57
258421.0,741.93,7.458,-7.19,-5.683,1047.45
258449.0,741.74,6.704,-6.75,-5.495,1047.3
258480.0,741.53,5.846,-6.677,-5.314,1047.14
258518.0,741.29,5.014,-6.263,-5.123,1046.95
258561.0,741.02,4.207,-6.326,-4.942,1046.74
258606.0,740.74,3.501,-6.133,-4.784,1046.52
258656.0,740.45,2.979,-5.78,-4.635,1046.29
258691.0,740.25,2.189,-5.8,-4.558,1046.13
258740.0,739.97,1.994,-5.796,-4.46,1045.91
258784.0,739.72,1.464,-5.795,-4.396,1045.72
258818.0,739.52,1.126,-5.735,-4.358,1045.57
258893.0,739.11,0.982,-5.493,-4.284,1045.25
259160.0,737.67,0.699,-5.408,-4.097,1044.16
259258.0,737.15,0.416,-5.347,-4.056,1043.76
259350.0,736.66,0.049,-5.348,-4.051,1043.39
259412.0,736.33,-0.152,-5.29,-4.06,1043.14
259539.0,735.66,-0.08,-5.283,-4.07,1042.62
260039.0,733.01,-0.016,-5.3,-4.078,1040.58
260169.0,732.33,0.261,-5.254,-4.044,1040.05
260222.0,732.04,-0.182,-5.396,-4.054,1039.84
260397.0,731.12,-0.149,-5.274,-4.08,1039.13
260526.0,730.44,0.045,-5.295,-4.074,1038.6
260620.0,729.94,-0.073,-5.362,-4.081,1038.22
260726.0,729.38,-0.01,-5.302,-4.082,1037.79
260958.0,728.14,-0.035,-5.328,-4.09,1036.84
261039.0,727.72,0.46,-5.247,-4.053,1036.51
261227.0,726.73,0.448,-5.261,-3.969,1035.76
261285.0,726.43,-0.436,-5.207,-3.994,1035.53
261518.0,725.2,-0.355,-5.262,-4.077,1034.58
261701.0,724.23,-0.016,-5.284,-4.08,1033.83
262201.0,721.58,0.026,-5.292,-4.067,1031.8
262363.0,720.73,0.085,-5.259,-4.053,1031.14
262520.0,719.9,-0.101,-5.299,-4.069,1030.5
262674.0,719.09,0.092,-5.292,-4.055,1029.88
262899.0,717.89,-0.058,-5.316,-4.068,1028.96
262984.0,717.45,0.021,-5.235,-4.066,1028.61
263028.0,717.21,0.408,-5.455,-4.048,1028.43
263284.0,715.87,0.307,-5.23,-3.969,1027.41
263359.0,715.48,-0.438,-5.173,-4.002,1027.11
263798.0,713.16,-0.316,-5.287,-4.141,1025.29
264298.0,710.5,0.194,-5.318,-4.044,1023.27
264798.0,707.85,-0.157,-5.306,-4.122,1021.21
265298.0,705.19,0.139,-5.318,-4.053,1019.18
265515.0,704.04,0.032,-5.276,-4.046,1018.3
265906.0,701.99,0.114,-5.238,-4.001,1016.74
266061.0,701.18,-0.311,-5.226,-4.049,1016.11
266181.0,700.54,-0.036,-5.3,-4.053,1015.62
266321.0,699.81,0.127,-5.236,-4.035,1015.06
266821.0,697.18,0.061,-5.25,-4.005,1013.06
266894.0,696.81,0.602,-5.123,-3.961,1012.77
266942.0,696.56,0.036,-5.292,-3.959,1012.58
266974.0,696.39,0.459,-5.312,-3.944,1012.45
267379.0,694.33,0.394,-5.091,-3.784,1010.92
267428.0,694.08,-0.425,-5.041,-3.805,1010.73
267598.0,693.23,-0.281,-5.024,-3.853,1010.08
267765.0,692.37,-0.408,-5.144,-3.921,1009.43
267944.0,691.45,0.051,-5.145,-3.912,1008.73
267998.0,691.17,-0.609,-5.13,-3.945,1008.52
268244.0,689.89,-0.481,-5.215,-4.063,1007.52
268437.0,688.87,-0.056,-5.311,-4.074,1006.73
268538.0,688.33,0.254,-5.347,-4.048,1006.32
268660.0,687.69,0.011,-5.27,-4.047,1005.83
268723.0,687.36,-0.125,-5.302,-4.055,1005.57
268782.0,687.04,-0.07,-5.39,-4.059,1005.33
268881.0,686.52,-0.083,-5.263,-4.067,1004.93
269381.0,683.87,-0.054,-5.308,-4.094,1002.88
269881.0,681.21,0.053,-5.314,-4.067,1000.85
270381.0,678.56,-0.046,-5.298,-4.09,998.81
270881.0,675.91,0.055,-5.3,-4.062,996.78
271082.0,674.85,0.125,-5.264,-4.037,995.97
271343.0,673.48,0.196,-5.241,-3.986,994.93
271843.0,670.87,-0.056,-5.222,-4.014,992.92
271963.0,670.24,-0.071,-5.225,-4.023,992.44
271997.0,670.06,0.869,-5.176,-3.993,992.3
272030.0,669.89,0.466,-5.121,-3.978,992.17
272077.0,669.65,0.217,-5.149,-3.968,991.98
272112.0,669.47,-0.142,-5.286,-3.973,991.84
272159.0,669.22,-0.261,-5.255,-3.985,991.65
272644.0,666.67,-0.205,-5.264,-4.084,989.67
273144.0,664.04,0.24,-5.256,-3.964,987.69
273294.0,663.26,-0.329,-5.173,-4.013,987.09
273435.0,662.52,0.013,-5.227,-4.011,986.52
273514.0,662.11,0.455,-5.165,-3.975,986.21
273548.0,661.93,-0.206,-5.176,-3.982,986.07
273573.0,661.81,-0.33,-4.92,-3.99,985.97
273799.0,660.62,-0.304,-5.274,-4.059,985.05
273883.0,660.17,0.214,-5.321,-4.041,984.71
274188.0,658.58,0.211,-5.22,-3.977,983.5
274307.0,657.96,0.716,-5.193,-3.892,983.04
274337.0,657.81,-0.558,-5.1,-3.909,982.92
274429.0,657.34,-0.54,-5.152,-3.959,982.56
274491.0,657.01,-0.414,-5.258,-3.985,982.31
274601.0,656.44,-0.282,-5.2,-4.016,981.87
274755.0,655.63,-0.213,-5.273,-4.049,981.25
274849.0,655.13,0.073,-5.309,-4.042,980.87
274968.0,654.5,0.208,-5.252,-4.017,980.39
275002.0,654.33,-0.172,-5.059,-4.023,980.25
275106.0,653.78,-0.174,-5.24,-4.041,979.83
275153.0,653.54,0.219,-5.17,-4.031,979.64
275185.0,653.37,-0.078,-5.437,-4.033,979.51
275209.0,653.24,-0.15,-5.333,-4.037,979.41
275281.0,652.86,-0.128,-5.264,-4.046,979.12
275482.0,651.8,-0.103,-5.259,-4.067,978.3
275878.0,649.7,-0.009,-5.293,-4.071,976.69
276142.0,648.31,0.032,-5.28,-4.063,975.62
276642.0,645.67,0.032,-5.286,-4.047,973.6
277142.0,643.04,0.067,-5.258,-4.013,971.59
277283.0,642.3,-0.068,-5.213,-4.023,971.02
277783.0,639.68,-0.047,-5.248,-4.046,969.0
278048.0,638.29,0.446,-5.234,-3.928,967.96
278244.0,637.28,-0.258,-5.143,-3.979,967.18
278355.0,636.7,-0.325,-5.234,-4.015,966.73
278522.0,635.82,-0.208,-5.269,-4.05,966.05
279022.0,633.17,-0.079,-5.292,-4.09,964.01
279276.0,631.84,0.281,-5.24,-4.019,962.99
279359.0,631.4,-0.151,-5.265,-4.032,962.66
279411.0,631.13,-0.122,-5.192,-4.038,962.45
279538.0,630.46,-0.062,-5.276,-4.046,961.94
279585.0,630.21,0.517,-5.319,-4.022,961.75
279700.0,629.61,0.553,-5.191,-3.958,961.29
279896.0,628.6,0.197,-5.138,-3.919,960.52
279932.0,628.41,-0.408,-5.139,-3.934,960.38
280016.0,627.98,-0.419,-5.095,-3.969,960.05
280296.0,626.52,-0.324,-5.225,-4.06,958.91
280792.0,623.9,0.055,-5.278,-4.033,956.91
281292.0,621.27,-0.025,-5.256,-4.046,954.89
281792.0,618.63,-0.043,-5.274,-4.067,952.86
282292.0,616.0,0.051,-5.27,-4.042,950.84
282384.0,615.52,0.706,-5.261,-3.977,950.47
282440.0,615.22,0.059,-5.304,-3.974,950.25
282940.0,612.63,0.06,-5.174,-3.944,948.28
283062.0,612.0,-0.379,-5.139,-3.99,947.79
283088.0,611.87,0.915,-5.192,-3.966,947.69
283127.0,611.67,0.623,-5.231,-3.942,947.54
283234.0,611.12,0.442,-5.187,-3.895,947.12
283276.0,610.9,-0.382,-5.262,-3.911,946.96
283776.0,608.29,-0.326,-5.216,-4.074,944.92
283973.0,607.25,0.031,-5.289,-4.068,944.12
284248.0,605.8,0.058,-5.276,-4.052,943.01
284748.0,603.16,-0.028,-5.28,-4.066,940.98
285248.0,600.52,0.002,-5.286,-4.065,938.95
285748.0,597.88,0.029,-5.284,-4.051,936.92
285887.0,597.15,0.316,-5.266,-4.007,936.36
285922.0,596.97,-0.146,-5.257,-4.012,936.22
285964.0,596.75,-0.002,-5.333,-4.012,936.05
286022.0,596.44,0.149,-5.276,-4.003,935.82
286077.0,596.15,-0.086,-5.2,-4.008,935.6
286153.0,595.75,-0.162,-5.197,-4.02,935.29
286218.0,595.42,-0.159,-5.123,-4.03,935.03
286298.0,594.99,-0.07,-5.325,-4.036,934.71
286622.0,593.29,-0.072,-5.244,-4.059,933.39
286741.0,592.66,0.162,-5.286,-4.04,932.91
286802.0,592.34,-0.087,-5.18,-4.045,932.66
287302.0,589.7,-0.067,-5.274,-4.079,930.62
287450.0,588.92,0.547,-5.257,-3.998,930.03
287497.0,588.67,-0.236,-5.213,-4.009,929.84
287643.0,587.91,-0.181,-5.185,-4.035,929.25
287794.0,587.12,-0.093,-5.252,-4.049,928.64
288031.0,585.87,-0.045,-5.291,-4.06,927.68
288123.0,585.38,0.363,-5.272,-4.027,927.31
288202.0,584.97,0.553,-5.19,-3.983,927.0
288245.0,584.75,-0.047,-5.209,-3.985,926.83
288462.0,583.61,-0.079,-5.235,-4.002,925.96
288564.0,583.08,-0.218,-5.157,-4.024,925.55
288624.0,582.77,0.019,-5.233,-4.023,925.31
288798.0,581.86,0.078,-5.253,-4.009,924.61
288911.0,581.27,0.398,-5.239,-3.964,924.16
289332.0,579.12,0.316,-5.119,-3.831,922.55
